,cause,num_incident
931,No mediate cause,2020S000938
932,No mediate cause,2020S000939
933,No mediate cause,2020S000940
934,No mediate cause,2020S000941
935,No mediate cause,2020S000942
936,No mediate cause,2020S000943
937,No mediate cause,2020S000944
938,No mediate cause,2020S000945
939,No mediate cause,2020S000946
940,No mediate cause,2020S000947
941,No mediate cause,2020S000948
942,No mediate cause,2020S000949
943,No mediate cause,2020S000950
944,No mediate cause,2020S000951
945,No mediate cause,2020S000952
946,No mediate cause,2020S000953
947,DrunkDriving,2020S000954
948,No mediate cause,2020S000956
949,DrunkDriving,2020S000957
950,No mediate cause,2020S000958
951,No mediate cause,2020S000959
952,No mediate cause,2020S000960
953,No mediate cause,2020S000961
954,No mediate cause,2020S000962
955,No mediate cause,2020S000963
956,No mediate cause,2020S000964
957,No mediate cause,2020S000965
958,No mediate cause,2020S000966
959,No mediate cause,2020S000967
960,No mediate cause,2020S000968
961,No mediate cause,2020S000969
962,No mediate cause,2020S000970
963,No mediate cause,2020S000971
964,No mediate cause,2020S000972
965,No mediate cause,2020S000973
966,No mediate cause,2020S000974
967,No mediate cause,2020S000975
968,No mediate cause,2020S000976
969,No mediate cause,2020S000977
970,No mediate cause,2020S000978
971,No mediate cause,2020S000979
972,No mediate cause,2020S000980
973,No mediate cause,2020S000981
974,No mediate cause,2020S000982
975,No mediate cause,2020S000983
976,No mediate cause,2020S000984
977,No mediate cause,2020S000985
978,DrunkDriving,2020S000986
979,No mediate cause,2020S000987
980,DrunkDriving,2020S000988
981,No mediate cause,2020S000989
982,DrunkDriving,2020S000990
983,No mediate cause,2020S000991
984,No mediate cause,2020S000992
985,No mediate cause,2020S000993
986,No mediate cause,2020S000994
987,No mediate cause,2020S000995
988,No mediate cause,2020S000996
989,DrunkDriving,2020S000997
990,No mediate cause,2020S000998
991,No mediate cause,2020S000999
992,No mediate cause,2020S001000
993,No mediate cause,2020S001001
994,No mediate cause,2020S001002
995,No mediate cause,2020S001003
996,No mediate cause,2020S001004
997,No mediate cause,2020S001005
998,No mediate cause,2020S001006
999,No mediate cause,2020S001007
1000,No mediate cause,2020S001008
1001,No mediate cause,2020S001009
1002,No mediate cause,2020S001010
1003,No mediate cause,2020S001011
1004,No mediate cause,2020S001012
1005,No mediate cause,2020S001013
1006,No mediate cause,2020S001014
1007,No mediate cause,2020S001015
1008,No mediate cause,2020S001016
1009,No mediate cause,2020S001017
1010,No mediate cause,2020S001018
1011,No mediate cause,2020S001019
1012,No mediate cause,2020S001020
1013,No mediate cause,2020S001021
1014,No mediate cause,2020S001022
1015,No mediate cause,2020S001023
1016,No mediate cause,2020S001024
1017,No mediate cause,2020S001025
1018,No mediate cause,2020S001026
1019,No mediate cause,2020S001027
1020,No mediate cause,2020S001028
1021,No mediate cause,2020S001029
1022,No mediate cause,2020S001030
1023,No mediate cause,2020S001031
1024,No mediate cause,2020S001032
1025,No mediate cause,2020S001033
1026,No mediate cause,2020S001034
1027,No mediate cause,2020S001035
1028,No mediate cause,2020S001036
1029,No mediate cause,2020S001037
1030,No mediate cause,2020S001038
1031,No mediate cause,2020S001039
1032,No mediate cause,2020S001040
1033,No mediate cause,2020S001041
1034,Speeding,2020S001042
1035,No mediate cause,2020S001043
1036,No mediate cause,2020S001044
1037,No mediate cause,2020S001045
1038,No mediate cause,2020S001046
1039,No mediate cause,2020S001047
1040,No mediate cause,2020S001048
1041,No mediate cause,2020S001049
1042,No mediate cause,2020S001050
1043,No mediate cause,2020S001051
1044,No mediate cause,2020S001052
1045,No mediate cause,2020S001053
1046,DrunkDriving,2020S001054
1047,No mediate cause,2020S001055
1048,No mediate cause,2020S001056
1049,Speeding,2020S001057
1050,No mediate cause,2020S001058
1051,No mediate cause,2020S001059
1052,No mediate cause,2020S001060
1053,No mediate cause,2020S001061
1054,No mediate cause,2020S001062
1055,No mediate cause,2020S001063
1056,No mediate cause,2020S001064
1057,No mediate cause,2020S001065
1058,No mediate cause,2020S001066
1059,No mediate cause,2020S001067
1060,No mediate cause,2020S001068
1061,No mediate cause,2020S001069
1062,No mediate cause,2020S001070
1063,DrunkDriving,2020S001071
1064,No mediate cause,2020S001072
1065,No mediate cause,2020S001073
1066,No mediate cause,2020S001074
1067,No mediate cause,2020S001075
1068,No mediate cause,2020S001076
1069,No mediate cause,2020S001077
1070,No mediate cause,2020S001078
1071,No mediate cause,2020S001079
1072,No mediate cause,2020S001080
1073,No mediate cause,2020S001081
1074,No mediate cause,2020S001082
1075,No mediate cause,2020S001083
1076,No mediate cause,2020S001084
1077,No mediate cause,2020S001085
1078,No mediate cause,2020S001086
1079,No mediate cause,2020S001087
1080,No mediate cause,2020S001088
1081,No mediate cause,2020S001089
1082,No mediate cause,2020S001090
1083,No mediate cause,2020S001091
1084,No mediate cause,2020S001092
1085,No mediate cause,2020S001093
1086,No mediate cause,2020S001094
1087,No mediate cause,2020S001095
1088,No mediate cause,2020S001096
1089,No mediate cause,2020S001097
1090,No mediate cause,2020S001098
1091,No mediate cause,2020S001099
1092,No mediate cause,2020S001100
1093,No mediate cause,2020S001101
1094,No mediate cause,2020S001102
1095,No mediate cause,2020S001103
1096,No mediate cause,2020S001104
1097,No mediate cause,2020S001105
1098,No mediate cause,2020S001106
1099,No mediate cause,2020S001107
1100,No mediate cause,2020S001108
1101,No mediate cause,2020S001109
1102,No mediate cause,2020S001110
1103,No mediate cause,2020S001111
1104,No mediate cause,2020S001112
1105,No mediate cause,2020S001113
1106,No mediate cause,2020S001114
1107,No mediate cause,2020S001115
1108,No mediate cause,2020S001116
1109,No mediate cause,2020S001117
1110,No mediate cause,2020S001118
1111,No mediate cause,2020S001119
1112,DrunkDriving,2020S001120
1113,No mediate cause,2020S001121
1114,No mediate cause,2020S001122
1115,No mediate cause,2020S001123
1116,Road_damaged,2020S001124
1117,No mediate cause,2020S001125
1118,No mediate cause,2020S001126
1119,No mediate cause,2020S001127
1120,No mediate cause,2020S001128
1121,No mediate cause,2020S001129
1122,No mediate cause,2020S001130
1123,No mediate cause,2020S001131
1124,Road_damaged,2020S001132
1125,No mediate cause,2020S001133
1126,No mediate cause,2020S001134
1127,No mediate cause,2020S001135
1128,No mediate cause,2020S001136
1129,No mediate cause,2020S001137
1130,DrunkDriving,2020S001138
1131,No mediate cause,2020S001139
1132,No mediate cause,2020S001140
1133,No mediate cause,2020S001141
1134,No mediate cause,2020S001142
1135,No mediate cause,2020S001143
1136,No mediate cause,2020S001144
1137,No mediate cause,2020S001145
1138,No mediate cause,2020S001146
1139,DUI,2020S001147
1140,No mediate cause,2020S001148
1141,No mediate cause,2020S001149
1142,No mediate cause,2020S001150
1143,No mediate cause,2020S001151
1144,No mediate cause,2020S001152
1145,No mediate cause,2020S001153
1146,No mediate cause,2020S001154
1147,No mediate cause,2020S001155
1148,No mediate cause,2020S001156
1149,No mediate cause,2020S001157
1150,No mediate cause,2020S001158
1151,No mediate cause,2020S001159
1152,No mediate cause,2020S001160
1153,No mediate cause,2020S001161
1154,No mediate cause,2020S001162
1155,No mediate cause,2020S001163
1156,No mediate cause,2020S001164
1157,DrunkDriving,2020S001165
1158,No mediate cause,2020S001166
1159,No mediate cause,2020S001167
1160,No mediate cause,2020S001168
1161,No mediate cause,2020S001169
1162,No mediate cause,2020S001170
1163,No mediate cause,2020S001171
1164,No mediate cause,2020S001172
1165,No mediate cause,2020S001173
1166,No mediate cause,2020S001174
1167,DrunkDriving,2020S001175
1168,No mediate cause,2020S001176
1169,DrunkDriving,2020S001177
1170,No mediate cause,2020S001178
1171,No mediate cause,2020S001179
1172,Objects or animals on the road,2020S001180
1173,No mediate cause,2020S001181
1174,No mediate cause,2020S001182
1175,No mediate cause,2020S001183
1176,No mediate cause,2020S001184
1177,No mediate cause,2020S001185
1178,No mediate cause,2020S001186
1179,No mediate cause,2020S001187
1180,No mediate cause,2020S001188
1181,No mediate cause,2020S001189
1182,No mediate cause,2020S001190
1183,No mediate cause,2020S001191
1184,No mediate cause,2020S001192
1185,No mediate cause,2020S001193
1186,No mediate cause,2020S001194
1187,No mediate cause,2020S001195
1188,No mediate cause,2020S001196
1189,No mediate cause,2020S001197
1190,Road_damaged,2020S001198
1191,No mediate cause,2020S001199
1192,No mediate cause,2020S001200
1193,No mediate cause,2020S001201
1194,No mediate cause,2020S001202
1195,DUI,2020S001203
1196,No mediate cause,2020S001204
1197,No mediate cause,2020S001205
1198,No mediate cause,2020S001206
1199,No mediate cause,2020S001207
1200,No mediate cause,2020S001208
1201,No mediate cause,2020S001209
1202,No mediate cause,2020S001210
1203,No mediate cause,2020S001211
1204,No mediate cause,2020S001212
1205,No mediate cause,2020S001213
1206,No mediate cause,2020S001214
1207,No mediate cause,2020S001215
1208,No mediate cause,2020S001216
1209,No mediate cause,2020S001217
1210,No mediate cause,2020S001218
1211,Road_damaged,2020S001219
1212,No mediate cause,2020S001220
1213,No mediate cause,2020S001221
1214,DrunkDriving,2020S001222
1215,No mediate cause,2020S001223
1216,No mediate cause,2020S001224
1217,No mediate cause,2020S001225
1218,No mediate cause,2020S001226
1219,No mediate cause,2020S001227
1220,No mediate cause,2020S001228
1221,No mediate cause,2020S001229
1222,No mediate cause,2020S001230
1223,No mediate cause,2020S001231
1224,No mediate cause,2020S001232
1225,No mediate cause,2020S001233
1226,No mediate cause,2020S001234
1227,No mediate cause,2020S001235
1228,No mediate cause,2020S001236
1229,No mediate cause,2020S001237
1230,No mediate cause,2020S001238
1231,No mediate cause,2020S001239
1232,No mediate cause,2020S001240
1233,No mediate cause,2020S001241
1234,No mediate cause,2020S001242
1235,No mediate cause,2020S001243
1236,No mediate cause,2020S001244
1237,No mediate cause,2020S001245
1238,No mediate cause,2020S001246
1239,No mediate cause,2020S001247
1240,No mediate cause,2020S001248
1241,No mediate cause,2020S001249
1242,No mediate cause,2020S001250
1243,No mediate cause,2020S001251
1244,No mediate cause,2020S001252
1245,No mediate cause,2020S001253
1246,No mediate cause,2020S001254
1247,No mediate cause,2020S001255
1248,No mediate cause,2020S001256
1249,No mediate cause,2020S001257
1250,No mediate cause,2020S001258
1251,No mediate cause,2020S001259
1252,No mediate cause,2020S001260
1253,No mediate cause,2020S001261
1254,No mediate cause,2020S001262
1255,No mediate cause,2020S001263
1256,No mediate cause,2020S001264
1257,No mediate cause,2020S001265
1258,No mediate cause,2020S001266
1259,Objects or animals on the road,2020S001267
1260,No mediate cause,2020S001268
1261,No mediate cause,2020S001269
1262,No mediate cause,2020S001270
1263,No mediate cause,2020S001271
1264,No mediate cause,2020S001272
1265,No mediate cause,2020S001273
1266,No mediate cause,2020S001274
1267,No mediate cause,2020S001275
1268,No mediate cause,2020S001276
1269,No mediate cause,2020S001277
1270,No mediate cause,2020S001278
1271,No mediate cause,2020S001279
1272,No mediate cause,2020S001280
1273,No mediate cause,2020S001281
1274,No mediate cause,2020S001282
1275,No mediate cause,2020S001283
1276,No mediate cause,2020S001284
1277,No mediate cause,2020S001285
1278,No mediate cause,2020S001286
1279,Weather,2020S001287
1280,No mediate cause,2020S001288
1281,No mediate cause,2020S001289
1282,No mediate cause,2020S001290
1283,No mediate cause,2020S001291
1284,No mediate cause,2020S001292
1285,No mediate cause,2020S001293
1286,No mediate cause,2020S001294
1287,No mediate cause,2020S001295
1288,No mediate cause,2020S001296
1289,No mediate cause,2020S001297
1290,No mediate cause,2020S001298
1291,No mediate cause,2020S001299
1292,No mediate cause,2020S001300
1293,No mediate cause,2020S001301
1294,No mediate cause,2020S001302
1295,No mediate cause,2020S001303
1296,No mediate cause,2020S001304
1297,No mediate cause,2020S001305
1298,No mediate cause,2020S001306
1299,No mediate cause,2020S001307
1300,No mediate cause,2020S001308
1301,No mediate cause,2020S001309
1302,No mediate cause,2020S001310
1303,No mediate cause,2020S001311
1304,No mediate cause,2020S001312
1305,No mediate cause,2020S001313
1306,No mediate cause,2020S001314
1307,No mediate cause,2020S001315
1308,No mediate cause,2020S001316
1309,No mediate cause,2020S001317
1310,No mediate cause,2020S001318
1311,No mediate cause,2020S001319
1312,No mediate cause,2020S001320
1313,No mediate cause,2020S001321
1314,No mediate cause,2020S001322
1315,No mediate cause,2020S001323
1316,No mediate cause,2020S001324
1317,No mediate cause,2020S001325
1318,No mediate cause,2020S001326
1319,No mediate cause,2020S001327
1320,No mediate cause,2020S001328
1321,No mediate cause,2020S001329
1322,No mediate cause,2020S001330
1323,No mediate cause,2020S001331
1324,No mediate cause,2020S001332
1325,No mediate cause,2020S001333
1326,No mediate cause,2020S001334
1327,No mediate cause,2020S001335
1328,No mediate cause,2020S001336
1329,No mediate cause,2020S001337
1330,No mediate cause,2020S001338
1331,No mediate cause,2020S001339
1332,No mediate cause,2020S001340
1333,No mediate cause,2020S001341
1334,No mediate cause,2020S001342
1335,No mediate cause,2020S001343
1336,No mediate cause,2020S001344
1337,No mediate cause,2020S001345
1338,No mediate cause,2020S001346
1339,No mediate cause,2020S001347
1340,No mediate cause,2020S001348
1341,No mediate cause,2020S001349
1342,No mediate cause,2020S001350
1343,No mediate cause,2020S001351
1344,No mediate cause,2020S001352
1345,DrunkDriving,2020S001353
1346,DrunkDriving,2020S001354
1347,No mediate cause,2020S001355
1348,No mediate cause,2020S001356
1349,No mediate cause,2020S001357
1350,No mediate cause,2020S001358
1351,No mediate cause,2020S001359
1352,No mediate cause,2020S001360
1353,No mediate cause,2020S001361
1354,No mediate cause,2020S001362
1355,No mediate cause,2020S001363
1356,DrunkDriving,2020S001364
1357,DrunkDriving,2020S001365
1358,No mediate cause,2020S001366
1359,No mediate cause,2020S001367
1360,DrunkDriving,2020S001368
1361,No mediate cause,2020S001369
1362,No mediate cause,2020S001370
1363,No mediate cause,2020S001371
1364,DUI,2020S001372
1365,No mediate cause,2020S001373
1366,DrunkDriving,2020S001374
